OrderID,Date,Year,Quarter,Month,Region,Segment,Channel,Category,Product,SalesRep,Units,UnitPrice,Revenue,Cost,Profit
ORD-1193,2024-07-08,2024,Q3,Jul,East,Enterprise,Online,Services,Training,C. Mehta,37,706.09,26125.33,14632.41,11492.92
ORD-1194,2024-05-07,2024,Q2,May,North,Consumer,Partner,Software,BI License,C. Mehta,12,1319.31,15831.72,8962.28,6869.44
ORD-1195,2024-12-26,2024,Q4,Dec,South,Consumer,Direct,Services,Consulting,B. Khan,19,973.11,18489.09,13859.21,4629.88
ORD-1196,2024-02-07,2024,Q1,Feb,East,Consumer,Online,Services,Consulting,C. Mehta,29,1118.69,32442.01,22487.31,9954.7
ORD-1197,2024-12-29,2024,Q4,Dec,South,Consumer,Partner,Software,Support Plan,E. Nair,19,1601.76,30433.44,21468.01,8965.43
ORD-1198,2024-04-24,2024,Q2,Apr,East,Enterprise,Partner,Software,BI License,E. Nair,16,1529.07,24465.12,11202.22,13262.9
ORD-1199,2024-03-07,2024,Q1,Mar,West,Enterprise,Online,Hardware,Server,D. Iyer,20,467.5,9350.0,6218.5,3131.5
ORD-1200,2024-07-28,2024,Q3,Jul,East,Enterprise,Direct,Hardware,Server,E. Nair,21,533.43,11202.03,6553.1,4648.93
ORD-1201,2024-11-23,2024,Q4,Nov,North,Enterprise,Online,Hardware,Server,B. Khan,28,495.77,13881.56,9862.34,4019.22
ORD-1202,2024-06-04,2024,Q2,Jun,East,SMB,Direct,Software,BI License,C. Mehta,15,1209.14,18137.1,13281.28,4855.82
ORD-1203,2024-04-10,2024,Q2,Apr,North,SMB,Online,Hardware,Peripheral,F. Shah,9,528.76,4758.84,3018.67,1740.17
ORD-1204,2024-03-27,2024,Q1,Mar,East,Enterprise,Online,Hardware,Peripheral,A. Rao,11,537.86,5916.46,3941.49,1974.97
ORD-1205,2024-01-15,2024,Q1,Jan,West,Consumer,Online,Software,BI License,F. Shah,37,1150.55,42570.35,21848.91,20721.44
ORD-1206,2024-01-16,2024,Q1,Jan,South,Consumer,Online,Services,Implementation,D. Iyer,19,948.12,18014.28,9739.03,8275.25
ORD-1207,2024-06-01,2024,Q2,Jun,West,Consumer,Direct,Services,Consulting,C. Mehta,4,715.88,2863.52,1645.63,1217.89
ORD-1208,2024-11-06,2024,Q4,Nov,West,Consumer,Direct,Software,Analytics Add-on,C. Mehta,21,1488.62,31261.02,22140.09,9120.93
ORD-1209,2024-09-20,2024,Q3,Sep,South,SMB,Direct,Hardware,Server,A. Rao,16,485.95,7775.2,4122.73,3652.47
ORD-1210,2024-01-26,2024,Q1,Jan,South,Consumer,Partner,Services,Training,E. Nair,27,759.17,20497.59,14544.93,5952.66
ORD-1211,2024-06-09,2024,Q2,Jun,West,SMB,Direct,Software,BI License,A. Rao,33,1296.11,42771.63,30527.08,12244.55
ORD-1212,2024-07-20,2024,Q3,Jul,East,Enterprise,Partner,Hardware,Workstation,E. Nair,14,517.5,7245.0,3366.01,3878.99
ORD-1213,2024-11-30,2024,Q4,Nov,South,SMB,Partner,Hardware,Workstation,F. Shah,35,362.21,12677.35,6113.64,6563.71
ORD-1214,2024-07-06,2024,Q3,Jul,East,Enterprise,Online,Services,Training,C. Mehta,26,664.56,17278.56,10687.57,6590.99
ORD-1215,2024-02-07,2024,Q1,Feb,North,SMB,Direct,Services,Implementation,A. Rao,36,774.27,27873.72,20814.07,7059.65
ORD-1216,2024-07-20,2024,Q3,Jul,West,Consumer,Online,Services,Training,A. Rao,24,1002.38,24057.12,12262.33,11794.79
ORD-1217,2024-01-24,2024,Q1,Jan,South,Consumer,Online,Software,BI License,E. Nair,22,1538.86,33854.92,20509.3,13345.62
ORD-1218,2024-03-12,2024,Q1,Mar,East,SMB,Online,Services,Implementation,C. Mehta,11,828.62,9114.82,5787.46,3327.36
ORD-1219,2024-09-16,2024,Q3,Sep,East,SMB,Partner,Hardware,Peripheral,F. Shah,37,440.94,16314.78,11334.28,4980.5
ORD-1220,2024-02-26,2024,Q1,Feb,South,SMB,Online,Services,Implementation,A. Rao,2,926.52,1853.04,981.48,871.56
ORD-1221,2024-10-25,2024,Q4,Oct,South,Consumer,Direct,Services,Consulting,E. Nair,40,1011.81,40472.4,22828.74,17643.66
ORD-1222,2024-12-24,2024,Q4,Dec,South,Enterprise,Partner,Software,BI License,E. Nair,29,1185.86,34389.94,17037.79,17352.15
ORD-1223,2024-11-09,2024,Q4,Nov,East,Consumer,Online,Services,Implementation,D. Iyer,4,978.77,3915.08,2370.99,1544.09
ORD-1224,2024-09-26,2024,Q3,Sep,East,Enterprise,Online,Services,Training,F. Shah,30,1077.82,32334.6,17871.27,14463.33
ORD-1225,2024-12-14,2024,Q4,Dec,East,SMB,Online,Hardware,Peripheral,C. Mehta,40,490.73,19629.2,14470.67,5158.53
ORD-1226,2024-04-25,2024,Q2,Apr,West,Consumer,Partner,Services,Training,E. Nair,14,971.32,13598.48,8114.23,5484.25
ORD-1227,2024-05-20,2024,Q2,May,East,Consumer,Direct,Services,Consulting,C. Mehta,35,822.25,28778.75,21412.78,7365.97
ORD-1228,2024-01-22,2024,Q1,Jan,West,Enterprise,Direct,Services,Implementation,B. Khan,23,1083.52,24920.96,16118.67,8802.29
ORD-1229,2024-10-02,2024,Q4,Oct,South,Consumer,Direct,Services,Implementation,A. Rao,18,705.89,12706.02,8064.55,4641.47
ORD-1230,2024-12-08,2024,Q4,Dec,West,Consumer,Direct,Hardware,Server,F. Shah,15,374.17,5612.55,3221.55,2391.0
ORD-1231,2024-03-11,2024,Q1,Mar,West,Enterprise,Partner,Software,Support Plan,F. Shah,27,1430.08,38612.16,27576.58,11035.58
ORD-1232,2024-04-12,2024,Q2,Apr,South,SMB,Online,Services,Training,F. Shah,4,1075.81,4303.24,2051.95,2251.29
ORD-1233,2024-01-20,2024,Q1,Jan,West,Enterprise,Direct,Software,Analytics Add-on,F. Shah,3,1677.96,5033.88,2864.77,2169.11
ORD-1234,2024-05-28,2024,Q2,May,East,SMB,Partner,Software,BI License,D. Iyer,37,1394.0,51578.0,37576.45,14001.55
ORD-1235,2024-11-24,2024,Q4,Nov,South,SMB,Direct,Hardware,Peripheral,C. Mehta,9,589.79,5308.11,3133.94,2174.17
ORD-1236,2024-03-24,2024,Q1,Mar,East,Consumer,Partner,Hardware,Workstation,E. Nair,17,554.02,9418.34,4278.05,5140.29
ORD-1237,2024-12-11,2024,Q4,Dec,North,Consumer,Partner,Software,BI License,F. Shah,26,1555.43,40441.18,24450.1,15991.08
ORD-1238,2024-02-18,2024,Q1,Feb,West,SMB,Direct,Software,BI License,D. Iyer,21,1633.79,34309.59,15509.62,18799.97
ORD-1239,2024-05-16,2024,Q2,May,South,Consumer,Direct,Services,Training,F. Shah,37,645.49,23883.13,15431.01,8452.12
ORD-1240,2024-03-01,2024,Q1,Mar,East,Enterprise,Online,Services,Training,A. Rao,26,969.32,25202.32,18320.37,6881.95
ORD-1241,2024-11-23,2024,Q4,Nov,South,Consumer,Partner,Services,Training,F. Shah,15,745.18,11177.7,5477.86,5699.84
ORD-1242,2024-11-06,2024,Q4,Nov,South,Consumer,Direct,Services,Training,F. Shah,36,1078.14,38813.04,26284.39,12528.65
ORD-1243,2024-11-01,2024,Q4,Nov,North,SMB,Direct,Software,Support Plan,E. Nair,34,1466.71,49868.14,23609.11,26259.03
ORD-1244,2024-09-15,2024,Q3,Sep,West,Consumer,Direct,Software,Support Plan,F. Shah,10,1078.47,10784.7,7617.73,3166.97
ORD-1245,2024-04-15,2024,Q2,Apr,North,SMB,Partner,Hardware,Peripheral,B. Khan,6,602.7,3616.2,2110.58,1505.62
ORD-1246,2024-09-19,2024,Q3,Sep,East,Consumer,Online,Services,Training,A. Rao,4,908.22,3632.88,2368.02,1264.86
ORD-1247,2024-07-21,2024,Q3,Jul,East,Consumer,Online,Services,Consulting,A. Rao,14,917.59,12846.26,5955.36,6890.9
ORD-1248,2024-10-04,2024,Q4,Oct,South,SMB,Online,Software,BI License,F. Shah,3,1166.71,3500.13,1764.05,1736.08
ORD-1249,2024-11-26,2024,Q4,Nov,West,SMB,Direct,Services,Training,F. Shah,29,1057.42,30665.18,22141.19,8523.99
ORD-1250,2024-12-04,2024,Q4,Dec,West,Consumer,Online,Hardware,Server,B. Khan,23,392.03,9016.69,6743.17,2273.52
ORD-1251,2024-04-24,2024,Q2,Apr,West,SMB,Direct,Software,BI License,B. Khan,30,1444.92,43347.6,26586.54,16761.06
ORD-1252,2024-08-23,2024,Q3,Aug,North,SMB,Direct,Services,Consulting,F. Shah,13,1089.96,14169.48,9458.23,4711.25
ORD-1253,2024-08-02,2024,Q3,Aug,West,Enterprise,Online,Hardware,Server,F. Shah,14,378.17,5294.38,3325.84,1968.54
ORD-1254,2024-12-26,2024,Q4,Dec,South,Consumer,Direct,Software,BI License,B. Khan,3,1249.63,3748.89,1950.55,1798.34
ORD-1255,2024-09-14,2024,Q3,Sep,East,Consumer,Direct,Services,Consulting,C. Mehta,37,793.07,29343.59,18468.13,10875.46
ORD-1256,2024-03-14,2024,Q1,Mar,South,Enterprise,Online,Hardware,Peripheral,F. Shah,27,441.14,11910.78,5577.67,6333.11
ORD-1257,2024-08-06,2024,Q3,Aug,East,Enterprise,Online,Hardware,Workstation,D. Iyer,23,614.23,14127.29,9202.56,4924.73
ORD-1258,2024-07-28,2024,Q3,Jul,South,SMB,Partner,Software,Analytics Add-on,F. Shah,12,1503.18,18038.16,10679.59,7358.57
ORD-1259,2024-03-14,2024,Q1,Mar,South,Consumer,Partner,Services,Consulting,B. Khan,27,1104.54,29822.58,18406.08,11416.5
ORD-1260,2024-05-10,2024,Q2,May,North,Consumer,Online,Software,Analytics Add-on,F. Shah,6,1624.0,9744.0,6861.14,2882.86
ORD-1261,2024-04-07,2024,Q2,Apr,South,SMB,Online,Software,Analytics Add-on,F. Shah,39,1394.1,54369.9,38716.05,15653.85
ORD-1262,2024-12-09,2024,Q4,Dec,North,SMB,Direct,Hardware,Server,B. Khan,14,594.76,8326.64,4578.73,3747.91
ORD-1263,2024-03-01,2024,Q1,Mar,South,Enterprise,Online,Hardware,Workstation,C. Mehta,39,550.02,21450.78,12205.27,9245.51
ORD-1264,2024-05-24,2024,Q2,May,West,Consumer,Partner,Services,Training,A. Rao,23,788.04,18124.92,10111.77,8013.15
ORD-1265,2024-08-28,2024,Q3,Aug,South,SMB,Online,Services,Consulting,B. Khan,21,838.69,17612.49,10897.86,6714.63
ORD-1266,2024-01-09,2024,Q1,Jan,South,Consumer,Partner,Services,Implementation,B. Khan,38,985.61,37453.18,20170.7,17282.48
ORD-1267,2024-07-13,2024,Q3,Jul,East,SMB,Partner,Hardware,Server,F. Shah,36,536.74,19322.64,12665.1,6657.54
ORD-1268,2024-11-24,2024,Q4,Nov,South,SMB,Online,Hardware,Workstation,E. Nair,11,557.85,6136.35,3409.68,2726.67
ORD-1269,2024-09-07,2024,Q3,Sep,North,Consumer,Online,Software,Support Plan,A. Rao,4,1337.24,5348.96,3753.48,1595.48
ORD-1270,2024-01-04,2024,Q1,Jan,South,Consumer,Online,Services,Consulting,D. Iyer,15,672.62,10089.3,4997.32,5091.98
ORD-1271,2024-07-10,2024,Q3,Jul,North,Consumer,Direct,Software,Support Plan,E. Nair,40,1617.18,64687.2,41903.42,22783.78
ORD-1272,2024-10-09,2024,Q4,Oct,East,Enterprise,Direct,Services,Consulting,E. Nair,34,986.65,33546.1,20487.32,13058.78
ORD-1273,2024-12-23,2024,Q4,Dec,South,Enterprise,Direct,Hardware,Workstation,E. Nair,7,607.87,4255.09,2584.18,1670.91
ORD-1274,2024-09-26,2024,Q3,Sep,West,SMB,Online,Services,Training,B. Khan,26,677.93,17626.18,13004.41,4621.77
ORD-1275,2024-12-22,2024,Q4,Dec,North,Consumer,Direct,Software,Analytics Add-on,D. Iyer,6,1430.69,8584.14,6072.99,2511.15
ORD-1276,2024-07-13,2024,Q3,Jul,North,SMB,Partner,Services,Implementation,D. Iyer,4,945.64,3782.56,2499.72,1282.84
ORD-1277,2024-11-26,2024,Q4,Nov,West,Enterprise,Partner,Services,Implementation,A. Rao,34,1081.19,36760.46,19076.1,17684.36
ORD-1278,2024-02-08,2024,Q1,Feb,East,Consumer,Direct,Hardware,Workstation,B. Khan,37,537.69,19894.53,10022.99,9871.54
ORD-1279,2024-10-27,2024,Q4,Oct,West,SMB,Online,Software,Support Plan,E. Nair,5,1175.48,5877.4,3639.21,2238.19
ORD-1280,2024-06-18,2024,Q2,Jun,North,Enterprise,Direct,Services,Implementation,D. Iyer,6,880.38,5282.28,3921.02,1361.26
ORD-1281,2024-04-28,2024,Q2,Apr,East,Consumer,Direct,Software,Analytics Add-on,F. Shah,40,1647.5,65900.0,37497.82,28402.18
ORD-1282,2024-05-19,2024,Q2,May,South,Enterprise,Online,Services,Training,E. Nair,23,905.46,20825.58,11717.06,9108.52
ORD-1283,2024-12-04,2024,Q4,Dec,North,Consumer,Partner,Services,Consulting,B. Khan,19,1023.07,19438.33,12905.74,6532.59
ORD-1284,2024-07-13,2024,Q3,Jul,North,Enterprise,Partner,Hardware,Peripheral,D. Iyer,25,445.5,11137.5,5367.89,5769.61
ORD-1285,2024-07-03,2024,Q3,Jul,West,Enterprise,Direct,Services,Consulting,A. Rao,6,729.95,4379.7,2560.61,1819.09
ORD-1286,2024-02-15,2024,Q1,Feb,West,Enterprise,Direct,Services,Implementation,C. Mehta,39,927.06,36155.34,19788.87,16366.47
ORD-1287,2024-07-30,2024,Q3,Jul,South,Consumer,Online,Services,Consulting,D. Iyer,36,1074.5,38682.0,28758.21,9923.79
ORD-1288,2024-03-27,2024,Q1,Mar,West,SMB,Partner,Software,Analytics Add-on,D. Iyer,18,1315.05,23670.9,11101.18,12569.72
ORD-1289,2024-06-02,2024,Q2,Jun,West,SMB,Online,Services,Consulting,E. Nair,17,1093.23,18584.91,12382.56,6202.35
ORD-1290,2024-04-10,2024,Q2,Apr,West,Enterprise,Partner,Services,Consulting,D. Iyer,20,643.25,12865.0,7316.42,5548.58
ORD-1291,2024-06-20,2024,Q2,Jun,South,Consumer,Partner,Services,Implementation,C. Mehta,9,784.21,7057.89,4453.27,2604.62
ORD-1292,2024-03-31,2024,Q1,Mar,East,SMB,Partner,Services,Training,C. Mehta,32,1104.53,35344.96,24196.89,11148.07
ORD-1293,2024-07-20,2024,Q3,Jul,North,Consumer,Online,Services,Consulting,D. Iyer,13,924.27,12015.51,7373.78,4641.73
ORD-1294,2024-12-28,2024,Q4,Dec,West,SMB,Online,Software,Analytics Add-on,D. Iyer,5,1549.66,7748.3,5336.23,2412.07
ORD-1295,2024-03-12,2024,Q1,Mar,West,Enterprise,Direct,Hardware,Workstation,D. Iyer,17,537.84,9143.28,6076.36,3066.92
ORD-1296,2024-11-02,2024,Q4,Nov,West,SMB,Online,Services,Implementation,A. Rao,35,883.17,30910.95,22444.99,8465.96
ORD-1297,2024-07-03,2024,Q3,Jul,East,Consumer,Direct,Hardware,Peripheral,F. Shah,6,389.53,2337.18,1225.78,1111.4
ORD-1298,2024-11-09,2024,Q4,Nov,West,Consumer,Direct,Software,Support Plan,A. Rao,26,1656.1,43058.6,23659.8,19398.8
ORD-1299,2024-02-20,2024,Q1,Feb,South,Consumer,Partner,Services,Consulting,C. Mehta,34,907.84,30866.56,20257.7,10608.86
ORD-1300,2024-07-19,2024,Q3,Jul,West,Consumer,Direct,Services,Implementation,C. Mehta,33,712.36,23507.88,17614.71,5893.17
ORD-1301,2024-07-31,2024,Q3,Jul,South,Consumer,Online,Software,BI License,D. Iyer,10,1210.8,12108.0,6694.76,5413.24
ORD-1302,2024-06-27,2024,Q2,Jun,North,SMB,Direct,Services,Consulting,C. Mehta,29,793.08,22999.32,12421.45,10577.87
ORD-1303,2024-11-27,2024,Q4,Nov,East,Enterprise,Online,Software,Support Plan,D. Iyer,16,1331.52,21304.32,13114.37,8189.95
ORD-1304,2024-08-24,2024,Q3,Aug,West,Consumer,Direct,Software,Analytics Add-on,F. Shah,12,1094.2,13130.4,8497.89,4632.51
ORD-1305,2024-11-10,2024,Q4,Nov,South,Consumer,Partner,Software,Analytics Add-on,F. Shah,28,1239.96,34718.88,22963.79,11755.09
ORD-1306,2024-02-02,2024,Q1,Feb,North,Consumer,Partner,Hardware,Server,F. Shah,12,458.76,5505.12,2802.78,2702.34
ORD-1307,2024-09-07,2024,Q3,Sep,North,SMB,Partner,Hardware,Peripheral,C. Mehta,39,464.93,18132.27,10294.84,7837.43
ORD-1308,2024-08-22,2024,Q3,Aug,South,Consumer,Partner,Hardware,Server,A. Rao,20,608.04,12160.8,7625.44,4535.36
ORD-1309,2024-05-02,2024,Q2,May,West,Enterprise,Online,Services,Consulting,B. Khan,24,972.85,23348.4,14084.86,9263.54
ORD-1310,2024-10-21,2024,Q4,Oct,South,Enterprise,Online,Services,Training,B. Khan,32,945.04,30241.28,19899.67,10341.61
ORD-1311,2024-09-07,2024,Q3,Sep,East,Enterprise,Direct,Services,Consulting,D. Iyer,21,1044.15,21927.15,13941.79,7985.36
ORD-1312,2024-03-10,2024,Q1,Mar,West,Consumer,Partner,Software,Analytics Add-on,F. Shah,33,1430.21,47196.93,27031.58,20165.35
ORD-1313,2024-08-15,2024,Q3,Aug,East,Enterprise,Direct,Services,Consulting,C. Mehta,37,654.81,24227.97,16434.24,7793.73
ORD-1314,2024-04-25,2024,Q2,Apr,West,Enterprise,Online,Hardware,Workstation,E. Nair,30,512.73,15381.9,10486.83,4895.07
ORD-1315,2024-02-27,2024,Q1,Feb,North,SMB,Online,Hardware,Server,D. Iyer,35,582.29,20380.15,11414.08,8966.07
ORD-1316,2024-10-06,2024,Q4,Oct,West,Enterprise,Partner,Software,Analytics Add-on,C. Mehta,16,1174.35,18789.6,14088.33,4701.27
ORD-1317,2024-02-14,2024,Q1,Feb,East,Enterprise,Online,Services,Consulting,E. Nair,14,1029.14,14407.96,9024.82,5383.14
ORD-1318,2024-11-19,2024,Q4,Nov,North,Consumer,Online,Services,Consulting,C. Mehta,9,1016.73,9150.57,6351.04,2799.53
ORD-1319,2024-09-29,2024,Q3,Sep,East,Consumer,Online,Services,Implementation,C. Mehta,11,795.35,8748.85,5784.88,2963.97
ORD-1320,2024-09-20,2024,Q3,Sep,South,Enterprise,Online,Hardware,Server,B. Khan,27,608.07,16417.89,12276.41,4141.48
ORD-1321,2024-05-07,2024,Q2,May,West,SMB,Direct,Software,Support Plan,E. Nair,16,1508.26,24132.16,15755.17,8376.99
ORD-1322,2024-11-19,2024,Q4,Nov,North,SMB,Partner,Services,Implementation,E. Nair,25,856.96,21424.0,13713.25,7710.75
ORD-1323,2024-05-22,2024,Q2,May,North,SMB,Online,Hardware,Workstation,D. Iyer,32,448.37,14347.84,6467.17,7880.67
ORD-1324,2024-11-21,2024,Q4,Nov,West,SMB,Direct,Hardware,Peripheral,D. Iyer,5,574.83,2874.15,1636.3,1237.85
ORD-1325,2024-05-17,2024,Q2,May,West,SMB,Partner,Services,Training,F. Shah,36,917.41,33026.76,20471.39,12555.37
ORD-1326,2024-01-25,2024,Q1,Jan,South,Consumer,Partner,Software,BI License,D. Iyer,30,971.72,29151.6,21246.56,7905.04
ORD-1327,2024-01-01,2024,Q1,Jan,East,Consumer,Direct,Services,Consulting,F. Shah,9,1063.43,9570.87,5173.63,4397.24
ORD-1328,2024-07-03,2024,Q3,Jul,South,SMB,Partner,Services,Consulting,F. Shah,11,664.86,7313.46,4663.66,2649.8
ORD-1329,2024-02-16,2024,Q1,Feb,South,Enterprise,Online,Hardware,Server,F. Shah,14,488.74,6842.36,3351.46,3490.9
ORD-1330,2024-08-15,2024,Q3,Aug,West,Consumer,Online,Software,BI License,B. Khan,22,1548.32,34063.04,25426.24,8636.8
ORD-1331,2024-09-01,2024,Q3,Sep,East,SMB,Partner,Software,BI License,C. Mehta,6,1486.15,8916.9,4286.6,4630.3
ORD-1332,2024-03-11,2024,Q1,Mar,South,Consumer,Partner,Services,Consulting,C. Mehta,10,672.84,6728.4,4164.79,2563.61
ORD-1333,2024-04-19,2024,Q2,Apr,South,Enterprise,Direct,Hardware,Peripheral,A. Rao,27,526.34,14211.18,8281.07,5930.11
ORD-1334,2024-03-12,2024,Q1,Mar,South,Consumer,Direct,Software,Support Plan,C. Mehta,25,1213.11,30327.75,17554.21,12773.54
ORD-1335,2024-11-26,2024,Q4,Nov,North,Consumer,Online,Software,BI License,C. Mehta,39,1392.01,54288.39,34325.35,19963.04
ORD-1336,2024-04-15,2024,Q2,Apr,North,Consumer,Direct,Hardware,Peripheral,D. Iyer,13,561.92,7304.96,3934.91,3370.05
ORD-1337,2024-07-16,2024,Q3,Jul,North,SMB,Partner,Software,BI License,C. Mehta,39,1011.13,39434.07,28259.14,11174.93
ORD-1338,2024-03-08,2024,Q1,Mar,West,SMB,Direct,Services,Implementation,A. Rao,24,902.25,21654.0,10866.65,10787.35
ORD-1339,2024-10-27,2024,Q4,Oct,West,SMB,Online,Software,BI License,C. Mehta,14,988.68,13841.52,6479.78,7361.74
ORD-1340,2024-11-17,2024,Q4,Nov,South,SMB,Partner,Hardware,Peripheral,A. Rao,28,549.49,15385.72,7304.04,8081.68
ORD-1341,2024-06-07,2024,Q2,Jun,North,Enterprise,Partner,Software,Support Plan,F. Shah,10,1346.2,13462.0,7635.91,5826.09
ORD-1342,2024-08-11,2024,Q3,Aug,West,Enterprise,Online,Hardware,Server,E. Nair,16,383.28,6132.48,3558.95,2573.53
ORD-1343,2024-01-29,2024,Q1,Jan,North,Consumer,Direct,Services,Implementation,D. Iyer,12,697.33,8367.96,5542.69,2825.27
ORD-1344,2024-06-26,2024,Q2,Jun,East,Consumer,Online,Hardware,Peripheral,A. Rao,17,405.08,6886.36,3361.09,3525.27
ORD-1345,2024-01-16,2024,Q1,Jan,North,SMB,Partner,Services,Training,D. Iyer,34,670.66,22802.44,15133.91,7668.53
ORD-1346,2024-09-18,2024,Q3,Sep,North,SMB,Online,Services,Consulting,F. Shah,37,720.1,26643.7,13247.06,13396.64
ORD-1347,2024-02-29,2024,Q1,Feb,South,Consumer,Direct,Software,Support Plan,D. Iyer,1,991.71,991.71,703.0,288.71
ORD-1348,2024-07-05,2024,Q3,Jul,West,Enterprise,Direct,Services,Consulting,C. Mehta,3,905.38,2716.14,1966.99,749.15
ORD-1349,2024-05-07,2024,Q2,May,North,SMB,Online,Services,Implementation,F. Shah,18,1036.48,18656.64,11594.37,7062.27
ORD-1350,2024-01-27,2024,Q1,Jan,West,Consumer,Partner,Software,BI License,C. Mehta,3,1646.94,4940.82,2325.53,2615.29
ORD-1351,2024-06-16,2024,Q2,Jun,East,SMB,Online,Software,Support Plan,E. Nair,1,1225.62,1225.62,658.74,566.88
ORD-1352,2024-05-04,2024,Q2,May,South,Consumer,Direct,Services,Training,A. Rao,32,1118.94,35806.08,24447.17,11358.91
ORD-1353,2024-07-28,2024,Q3,Jul,North,Consumer,Partner,Software,BI License,A. Rao,23,1417.88,32611.24,21459.44,11151.8
ORD-1354,2024-12-02,2024,Q4,Dec,South,Consumer,Partner,Services,Implementation,D. Iyer,20,689.9,13798.0,8402.21,5395.79
ORD-1355,2024-01-31,2024,Q1,Jan,West,SMB,Online,Software,Support Plan,C. Mehta,6,991.61,5949.66,3090.5,2859.16
ORD-1356,2024-08-22,2024,Q3,Aug,West,Consumer,Direct,Hardware,Server,E. Nair,7,496.47,3475.29,2228.23,1247.06
ORD-1357,2024-10-17,2024,Q4,Oct,East,Consumer,Partner,Software,Analytics Add-on,F. Shah,9,1130.48,10174.32,5375.07,4799.25
ORD-1358,2024-06-16,2024,Q2,Jun,North,SMB,Direct,Services,Training,A. Rao,15,675.85,10137.75,5178.5,4959.25
ORD-1359,2024-03-25,2024,Q1,Mar,South,SMB,Partner,Services,Training,C. Mehta,27,697.95,18844.65,10505.63,8339.02
ORD-1360,2024-08-25,2024,Q3,Aug,North,Enterprise,Direct,Services,Consulting,C. Mehta,11,1027.65,11304.15,6118.54,5185.61
ORD-1361,2024-03-16,2024,Q1,Mar,East,Enterprise,Partner,Software,Support Plan,B. Khan,23,1245.3,28641.9,13309.47,15332.43
ORD-1362,2024-01-16,2024,Q1,Jan,South,Consumer,Direct,Services,Training,A. Rao,36,759.93,27357.48,16102.97,11254.51
ORD-1363,2024-02-01,2024,Q1,Feb,North,Enterprise,Online,Software,BI License,E. Nair,26,1228.01,31928.26,20405.01,11523.25
ORD-1364,2024-05-12,2024,Q2,May,South,Enterprise,Direct,Software,BI License,C. Mehta,13,1609.8,20927.4,12201.29,8726.11
ORD-1365,2024-03-03,2024,Q1,Mar,West,Enterprise,Partner,Software,Analytics Add-on,A. Rao,11,1625.37,17879.07,10368.91,7510.16
ORD-1366,2024-07-14,2024,Q3,Jul,East,Enterprise,Partner,Hardware,Workstation,B. Khan,23,417.97,9613.31,4865.73,4747.58
ORD-1367,2024-01-18,2024,Q1,Jan,West,Consumer,Direct,Hardware,Peripheral,A. Rao,16,534.77,8556.32,5130.95,3425.37
ORD-1368,2024-05-23,2024,Q2,May,South,SMB,Online,Services,Consulting,E. Nair,13,948.47,12330.11,8497.41,3832.7
ORD-1369,2024-01-10,2024,Q1,Jan,East,SMB,Partner,Services,Implementation,C. Mehta,31,901.37,27942.47,16637.05,11305.42
ORD-1370,2024-04-02,2024,Q2,Apr,East,Consumer,Direct,Software,Analytics Add-on,D. Iyer,15,981.1,14716.5,10201.58,4514.92
ORD-1371,2024-09-28,2024,Q3,Sep,East,Enterprise,Online,Services,Implementation,F. Shah,11,688.06,7568.66,4897.37,2671.29
ORD-1372,2024-01-29,2024,Q1,Jan,South,SMB,Direct,Software,Support Plan,B. Khan,23,1633.35,37567.05,28079.96,9487.09
ORD-1373,2024-10-30,2024,Q4,Oct,East,Consumer,Online,Services,Implementation,E. Nair,23,1078.71,24810.33,11374.59,13435.74
ORD-1374,2024-03-13,2024,Q1,Mar,North,SMB,Direct,Hardware,Server,B. Khan,35,443.44,15520.4,9267.71,6252.69
ORD-1375,2024-11-04,2024,Q4,Nov,South,Consumer,Direct,Software,BI License,C. Mehta,31,960.49,29775.19,21598.0,8177.19
ORD-1376,2024-03-31,2024,Q1,Mar,North,Enterprise,Online,Services,Consulting,C. Mehta,10,921.57,9215.7,6682.92,2532.78
ORD-1377,2024-02-07,2024,Q1,Feb,East,Consumer,Direct,Services,Implementation,B. Khan,26,921.29,23953.54,13197.64,10755.9
ORD-1378,2024-08-11,2024,Q3,Aug,East,Consumer,Direct,Hardware,Workstation,F. Shah,21,407.03,8547.63,6330.57,2217.06
ORD-1379,2024-10-28,2024,Q4,Oct,West,SMB,Online,Software,Analytics Add-on,A. Rao,19,1051.69,19982.11,13361.02,6621.09
ORD-1380,2024-04-03,2024,Q2,Apr,West,Consumer,Direct,Hardware,Workstation,C. Mehta,15,532.7,7990.5,3845.29,4145.21
ORD-1381,2024-02-09,2024,Q1,Feb,East,SMB,Partner,Software,Analytics Add-on,A. Rao,11,1418.05,15598.55,11526.14,4072.41
ORD-1382,2024-05-15,2024,Q2,May,North,Consumer,Direct,Software,BI License,D. Iyer,5,1212.35,6061.75,4159.0,1902.75
ORD-1383,2024-08-12,2024,Q3,Aug,West,Enterprise,Direct,Hardware,Workstation,D. Iyer,27,493.13,13314.51,7504.24,5810.27
ORD-1384,2024-10-22,2024,Q4,Oct,North,Enterprise,Partner,Hardware,Peripheral,A. Rao,11,481.85,5300.35,3655.96,1644.39
ORD-1385,2024-06-12,2024,Q2,Jun,North,Enterprise,Online,Services,Consulting,A. Rao,22,721.65,15876.3,8932.6,6943.7
ORD-1386,2024-06-22,2024,Q2,Jun,West,SMB,Direct,Hardware,Peripheral,A. Rao,2,476.46,952.92,615.67,337.25
